keyword,id,title,company,location,post_date,work_type,applicant_count,description,data_analyst,bi_analyst,data_engineer,data_scientist,etl_developer,business_information,analyst
"""Data Engineer""",3189104779,Data Engineer,Aria,"Jakarta, Jakarta, Indonesia",5 days ago,Remote,29 applicants,"Responsibilities
Proactively drive the vision for BI and Data Warehousing across a product vertical, and define and execute on a plan to achieve that vision.
Define the processes needed to achieve operational excellence in all areas, including project management and system reliability.
Build a high-quality BI and Data Warehousing team and design the team to scale.
Build cross-functional relationships with Data Scientists, Product Managers, User Experience Researchers and Software Engineers to understand data needs and deliver on those needs.
Manage data warehouse plans across a product vertical.
Drive the design, building, and launching of new data models and data pipelines in production.
Manage the development of data resources and support new product launches.
Drive data quality across the product vertical and related business areas.
Manage the delivery of high impact dashboards and data visualizations.
Define and manage SLA’s for all data sets and processes running in production.
Development experience in at least one object-oriented language (Python, Perl, Java, etc.).

Qualifications
Minimum 3 years of experience in Data Engineering.
Experience scaling and managing 3+ person teams.
Communication and leadership experience, with experience initiating and driving projects.
Project management experience.
Data architecture experience.
Experience in SQL.
BA/BS in Computer Science, Math, Physics, or other technical fields.",0,0,1,0,0,0,0
"""Data Engineer""",3191763474,Data Engineer,Aplikasi Super,"Surabaya, West Java, Indonesia",4 weeks ago,On-site,0,"Location:

Surabaya, Indonesia

Responsibility
Serving Business Intelligence team as Data Engineer's main user
Scaling up the data environment on the internal system
Expanding new possibilities of the data source to enrich the internal system
Requirements
Minimum of 2 years of experience as a Data Engineer
Fluency in SQL and Python
Had exposure to using cloud vendors (AWS, GCP, or Alibaba)
Had experience in using ETL tools or any scheduling tools
Having a degree from an engineering/computer-related department is a plus.
Had exposure to dashboarding tools (Tableau, Power BI, Data Studio, etc)
Love solving technical problems, but prioritize solving business problems/objectives above all.",0,0,1,0,0,0,0
"""Data Engineer""",3172891791,Lead Data Engineer,tiket.com,"Jakarta, Jakarta, Indonesia",1 week ago,Hybrid,12 applicants,"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.

That is exactly what we are tackling as t-fam! Making sure that our 17+ million users have the best experience in crafting their own adventure.

As a data engineer, you will implement methods to improve data reliability and quality. They combine raw information from different sources to create consistent and machine-readable formats. Data engineers will also develop and test architectures that enable data extraction and transformation for predictive or prescriptive modeling. Data engineers are also responsible for building algorithms to help give easier access to raw data, but to do this, they need to understand company’s. It’s important to have business goals in line when working with data, especially for companies that handle large and complex datasets and databases.

Your main duties in flying with us:
Analyze and review requirements for data infrastructure improvement
Implement scalable architecture and work on a committed team
Manage task timeline and distribution, and actively update project status
Provide assistance and guideline to the team in day-to-day issues
Perform people management, in terms of mentoring and coaching and managing their career path and development plan
Lead a team of engineers to design, develop, and deliver features and improvements

Mandatory belongings that you must prepare:
Experience in working with data engineering or data platform
Experience in leading a team of engineers; you have the ability and interest to teach others best practices and mentor less experienced engineers
Strong sense of ownership and self-starter who is target-driven and motivated
Experience in using Google Cloud Product or other cloud solutions is a plus
Expert in SQL and high-level languages such as Python, Java, or Scala
Experience building clean, maintainable, and well-tested code
You have led technical projects from concept, design, to delivery
Built and maintained data warehouses and ETL pipelines
Experience with real-time data streaming infrastructures like Kafka (preferred), Dataflow or Spark
Deep understanding of distributed systems
You will be working with BigQuery, DBT, Airflow, Python, Kafka, git and we welcome new ideas!

In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube.",0,0,1,0,0,0,0
"""Data Engineer""",3155169015,Data Engineer,Celerates (PT Mitra Talenta Group),"Jakarta, Jakarta, Indonesia",1 month ago,On-site,0,"Data Engineer Requirements As Below
Bachelor's degree in IT / Computer science / Information system or retaled field
Fresh Graduate or have min. 6 months of experience in Data Engineering fields
Familiar with Linux, Python / Java, SQL, Cloud Platform (GCP, AWS, Azure)
Have Knowledge about Kafka, Hive, Hadoop
Excellent analytical and problem-solving skills",0,0,1,0,0,0,0
"""Data Engineer""",3193938612,Sr. Data Engineer,Philip Morris International,"Jakarta, Jakarta, Indonesia",20 hours ago,,8 applicants,"Be a part of a revolutionary change

At PMI, we’ve chosen to do something incredible. We’re totally transforming our business and building our future on one clear purpose – to deliver a smoke-free future.

With huge change, comes huge opportunity. So, wherever you join us, you’ll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions.

PMI’s journey to a smoke-free future is fueled by technology.

The total transformation we’re going through means that there are unique IT projects here to match all levels of skills and ambitions – from pace-setting global pilot projects to vital local updates. Whether you want to pursue a personal passion or build an international career, there’s space here to develop in any number of directions.

To join us in IT you’ll need to be driven and equally happy whether you’re taking the strategic view or diving deep into processes. We'll make sure you're set up to succeed whatever your project is, our culture is agile and collaborative, and we genuinely believe our people are some of the best you’ll ever work with.

Your ‘day to day’
Technical specialist to build, test, deploy and evolve the capabilities for data curation and publishing into the data platform using standards and best practices to deliver high quality, standardized and harmonized consumable data domains for consumption by Advanced Analytics and Operational use cases.
Closely partners with other team members from architecture, data governance, product managers, delivery, data management services to curate ingested source data across multiple sources from cleansing and validating to standardizing, harmonizing and transforming for a single view to the enterprise.
Development and growth mindset with problem solving skills to understand the business and functional requirements to design, build and deploy capabilities that are reusable to accelerate projects delivery.
Research, evaluate, and develop PMI Enterprise Data Platform capabilities to solve new data problems and challenges.
Extend and improve our internal frameworks, develop guidelines and best practices.
Perform, in collaboration with PMI Enterprise Architecture team, technology and product research to better define requirements, resolve important issues and improve overall capability of PMI Enterprise Data Platform.
Additionally, you will improve the current level of automation and Continuous Integration and Continuous Delivery of our platform as well as do code reviews for your peers.
Who we’re looking for
Bachelor/Master's degree in engineering, Information Management or Information Technology,
Fluent English, both written and spoken
Have Snowflake Pro certification would be an asset
Minimum 5+ years in a data warehouse and data mart implementation
Skills and expertise
SQL programming (advanced level)
Knowledge in data modelling (multidimensional data models)
Building ETL processes
Experience in any Data Warehouse Automation tool (WhereScape Red or similar)
Problem solving skills
Understanding Data Vault 2.0 modelling
Code versioning (GIT/SVN)
Nice to have
Microsoft Power BI knowledge
Experience with Apache Airflow
Experience with Python
What we offer

Our success depends on our talented employees who come to work here every single day with a sense of purpose and an appetite for progress. Join PMI and you too can
Seize the freedom to define your future and ours. We’ll empower you to take risks, experiment and explore.
Be part of an inclusive, diverse culture, where everyone’s contribution is respected; collaborate with some of the world’s best people and feel like you belong.
Pursue your ambitions and develop your skills with a global business – our staggering size and scale provides endless opportunities to progress.
Take pride in delivering our promise to society to deliver a smoke-free future
To join our growing team…",0,0,1,0,0,0,0
"""Data Engineer""",3159595293,Data Engineer & Insight Lead,Astra Financial,"Jakarta, Indonesia",2 weeks ago,Hybrid,109 applicants,"Job Description
Lead Data Engineering and Data Analytics to accommodate Business Unit requirements as well as aligning with Group strategies
In charge of Data Management, Analytics, Modeling, Artificial Intelligence and Machine Learning, Visualization
Securing our data including cyber security and abiding with risk framework

Minimum Qualifications
IT / Data solution background
Experience in Data Integration, Big Data Platform, Data Learning and Predictions tools, Data Visualization and will be agnostic with any quadrant leaders software
Experienced, more than 8 years in similar industry will be preferred
Agile, high energy, strong analytical, discipline and persistent to achieve delivery target and business challenges",0,0,1,0,0,0,0
"""Data Engineer""",3175698265,Data Engineer,Qoala,"Jakarta, Jakarta, Indonesia",1 month ago,On-site,17 applicants,"Hi Data-folks! as we are building the number 1 Insurtech in South East Asia, we are looking for an experienced data engineer to join our team! You will use various methods to transform raw data into useful data systems. For example, you’ll create Data Pipelines and build an analytics layer for our Data Environment across the countries and also for our Business people. Overall, you’ll strive for efficiency by aligning data systems with business goals. To succeed in this data engineering position, you should have strong analytical skills and the ability to combine data from different sources. Data engineer skills also include familiarity with several programming languages and knowledge of machine learning methods. If you are detail-oriented, with excellent organizational skills and experience in this field, we’d like to hear from you soon.

Responsibilities
Technical responsibility for ingesting data and data pipelines to ensure compliance with data standards, architectural standards, and achievement of documented requirements.
Develop and maintain current data ingestion processes and build an analytical layer with a state-of-art architecture.
Innovate new data solutions to achieve business mission.
Manage existing CI/CD process.
Work with data and analytics experts to strive for greater functionality in our data systems.
Collaborate with the Engineering team to keep the data integrity between systems.

Requirements
Bachelor Degree in Computer Science, IT or related fields.
Minimum 1 year of experience as a Data Engineer.
Expert proficiency in Python, and SQL.
Expert proficiency of orchestration using Airflow.
Familiar with Data Quality principles and Implementation.
Experience working with complex ETL processes and Data Warehouse.
Familiar with big data and data engineering infrastructure.
Good communication and collaboration skill.
Excellent analytical and problem-solving skills.
Adaptable to dynamic business environment and fast-paced environment and changing requirements.
Advance proficiency in GIT, Continuous Integration/Continuous Delivery.
Knowledge of Logging, Alerting, and Monitoring.
Knowledge of Proper Data Sharing Method is a plus.
Passionate about startup, innovation and technology.",0,0,1,0,0,0,0
"""Data Engineer""",3164181670,Senior Data Engineer,Halodoc,"Jakarta, Jakarta, Indonesia",3 weeks ago,,5 applicants,"Roles And Responsibilities
Write clean, scalable and testable code to be run
Build and support reusable framework(s) to ingest, integrate and provision data
Design and build mission-critical data pipelines with a highly scalable distributed architecture - including data ingestion (streaming, events, and batch), data integration, data curation
Build analytics tools that utilize the data pipeline to provide actionable insights for analytics and data scientist team members.
Monitor performance and continuously improve the infrastructure
Requirements
Excellent analytical and problem-solving skills.
Follow industry best practices
Technical know-how of at least one programming stack - ideally Java or Python
Showcase expertise in data warehousing, relational database architectures
Have working knowledge in cloud-based deployments in AWS/GCP
Should be able to thrive in a fast-paced, quickly evolving, tech start-up environment
Work collaboratively with product managers, data scientists as well as business partners and actively participate in design thinking session
Participate in design and code reviews
Motivate, coach, and serve as a role model and mentor for other Data Engineering team associates/members that leverage the platform
Qualifications
An Engineering Degree - B.E/B.Tech/MS/ in any stream – Computer Science preferred with 4-8 years of experience
Minimum 3 years experience in Big Data tools - Kafka, Apache Flink, ElasticSearch
Experience development in Python, shell scripting
Experience in data warehouse/data lake technical architecture
Strong familiarity with batch processing and workflow tools such as AirFlow, NiFi, Pentaho
Experience with Database Architecture & Schema design
Knowledge in AWS stack - AWS Redshift, S3, SQS, SNS, Lambda
Knowledge in GCP stack - Big Query and related could be a plus
Exposure to NoSQL Databases - Dynamodb, MongoDB
Exposure to Serverless computing
Understanding of modern APIs (REST, JSON, etc.)",0,0,1,1,0,0,0
"""Data Engineer""",3165500126,Senior Data Engineer,KoinWorks,"Jakarta, Jakarta, Indonesia",2 weeks ago,,0,"We are looking for a savvy Data Engineer to join our growing team of analytics expert. The Data Engineer will support our software engineer, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects.

They must be self-directed and comfortable supporting the data needs of multiple teams, systems, and products.

Responsibilities
Create, maintain and improve optimal data pipeline architecture
Compiling large and complex datasets to fulfill business requirements
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and GCP ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable business insights.
Work with stakeholders including the Senior Management, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs
Requirements
Bachelor or equivalent experience in a quantitative field (Computer Science)
Minimum 4+ years of relevant work experience
Experience in building and optimizing ‘Big Data’ data pipelines, architectures and datasets (including Batch and Streaming pipeline)
Experience with big data tools: Spark, Kafka, Beam, Flink, Storm, etc.
Experience with relational SQL or NoSQL databases, including Postgres and Cassandra.
Experience with cloud services such as GCP or AWS and Linux environment and storage architecture.
Experience with stream-processing systems: Flink, Spark-Streaming, Storm Bolt, etc.
Experience with multiple programming languages (preferably at least one of Python, Go, Java)
Have experience with R and Scala is a plus
Willingness to learn new languages and technologies.
If you think the above sounds fascinating, don't hesitate to apply us. Our team will get back to you at soonest. Thank you!",0,0,1,0,0,0,0
"""Data Engineer""",3171791961,Senior Data Engineer,Cermati.com,"Jakarta, Jakarta, Indonesia",1 week ago,,2 applicants,"Company Description

Cermati is a financial technology (fintech) startup based in Indonesia. Cermati simplifies the process of finding and applying for financial product by bringing everything online so people can shop around for financial products online and can apply online without having to physically visit a bank.

Our team hailed from Silicon Valley Tech companies such as Google, Microsoft, LinkedIn and Sofi as well as Indonesian startups such as Doku, Touchten. We have graduates from well known universities such as Universitas Indonesia, ITB, Stanford, University of Washington, Cornell and many others. We are building a company with the same culture of openness, transparency, drive and meritocracy as Silicon Valley companies. Join us in our cause to build a world class fintech company in Indonesia.

Job Description
Senior developers will work with other developers to deliver big projects end to end. The team may have international developers.
Senior engineers will be responsible for talking with end users to figure out requirements, propose high level design, get buy-in from other leads and develop a plan that can be executed by other engineers.
Senior engineers will also play a hands-on role in implementation of particularly complex software pieces, debugging tricky issues, as well as perform research on new technologies

Qualifications
Batch processing analytical software tends to be throughput sensitive rather than latency sensitive. Candidate must be able to understand the trade-off between performance, simplicity, maintainability, and timeline constraints when developing software solutions.
Strong technical knowledge in at least one of the following ecosystems: Java, Python, Javascript. Experience designing batch processing systems is valuable but not necessary.
Work with multiple stakeholders to gather requirements, work on high level design and get buy-in from peers and stakeholders
Translate high level design to specific steps that can be executed by other developers
Mentor and provide technical leadership to other engineers including system design, code reviews, etc",0,0,1,0,0,0,0
"""Data Engineer""",3178154022,Sr Data Engineer,PT Xapiens Teknologi Indonesia,"Tangerang, Banten, Indonesia",1 week ago,On-site,0,"Key Responsibilities
Develop and maintain data integration and processing (data flow, mapping, transforming and loading) with various ETL Engine and data pipeline.
Experience building and optimizing big data data pipelines, architectures and datasets.
Develop and maintain data mart and analytic tools, including database structure
Strong analytic skills related to working with structure and unstructured datasets.
Experience supporting and working with cross-functional teams in a dynamic environment
Requirements
Familiar with data pipeline tools like ADF,Talend, SSIS, Airflow
Programming Language : Java, Python, R
Big Data : Hadoop, Spark, Kafka
Experience with cloud service : AWS, Azure, GCP",0,0,1,0,0,0,0
"""Data Engineer""",3172495185,Senior Data Engineer,Desty Indonesia,"Jakarta, Jakarta, Indonesia",1 month ago,,2 applicants,"Who We Are

Desty's mission is to make digital commerce available for everyone. Founded in September 2020, in the midst of the unprecedented Covid-19 pandemic, we see the urgent needs of a great tool for a fast-growing community of people who want to start their own business. Our solution is a digital platform that serves as a single online destination for creators, influencers, and merchants to promote and sell their products. Desty currently offers two products, a landing page generator called Desty Page and Desty Store, a service that allows users to create an online store complimentary to marketplaces.

Our founding team members are all Internet and e-commerce veterans, with extensive experience from well-known Chinese, SEA & US tech companies such as Alibaba, Google, Facebook, Gojek, Lazada, etc. We currently operate HQ offices in both Jakarta and Hangzhou, China.

At Desty, we welcome people of/from all colors, cultures, sexes, beliefs, religions and ages. We depend on the unique approaches of our team members to help us solve complex problems. We are committed to increasing diversity across our team and ensuring that Desty is a place where people from all backgrounds can make an impact.

Responsibilities
Create and maintain optimal data pipeline architecture.
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.
Qualification
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets.
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
Strong analytic skills related to working with unstructured datasets.
Build processes supporting data transformation, data structures, metadata, dependency and workload management.
Strong project management and organizational skills.",0,0,1,1,0,0,0
"""Data Engineer""",3178852220,Senior Data Engineer,VLink Inc,"Jakarta, Indonesia",1 week ago,On-site,12 applicants,"Job Requirements:
At least a Bachelor degree in a quantitative subject, e.g. finance, financial mathematics, computer science, mathematics, physics, bio-informatics, engineering
At least 5 years of working experience in a related field
Experience in AWS (Amazon Web Services)
Strong in data manipulation with Python and SQL
Solid experience in database designing, preferably in PostgreSQL and BigQuery
Experience in BI & ETL tools practices is a plus point
Experience in GCP is a plus point
Deep understanding of data modeling and manipulation techniques, including ETL and aggregation methods
Good understanding of data visualization concepts and a working knowledge of visual analytics developments (Ideally utilizing TIBCO Spotfire or Tableau visualization platforms)

Job Descriptions:
Good presentation skills and proven ability to communicate analytics requirements and solutions to development team members and stakeholder
Experience with large data and how to generate an insight
Must demonstrate a deep interest in research and data analysis, drawing actionable insights form raw data and information to help further the business's cause
Analytical, innovative & entrepreneurial thinker
Proficient in data management skill",0,0,1,0,0,0,0
"""Data Engineer""",3171088127,Senior Data Engineer,byOrange,"Jakarta, Jakarta, Indonesia",1 month ago,,1 applicant,"Company Description

Orange provides your personalized go-to pool of strategy planners, creatives, and technologists for your brand and campaign that aren't part of your daily routine. Strategic managers, content specialists, conceptual creatives, producers, SEO experts, product managers, and others are among the impact players who are held match-fit for your brand.

Job Description
Design and build highly scalable pipeline (end-to-end) for large volumes of complex data processing and analysis
Build and develop large data warehouses, high performance data processing pipelines, and ETL tools
Ensure high data integrity and quality from various data sources
Design and implement process improvements, build automated processes, optimize data delivery and re-designing infrastructure for larger scalability
Work with machine learning systems in production
Understanding of software design principles and best practices (test driven development, source control management etc.)
Able to clearly articulate pros and cons of different technologies, solutions and platforms
Able to document use cases, solutions and recommendations

Qualifications
Solid experience and knowledge on Google Cloud Platform (or any of the major cloud solution providers such as AWS, Azure, AliCloud) for data management: Composer, Pubsub, Google Storage, Dataflow, Big Query and Data Fusion, or equivalent
Savvy with Airflow, or a diverse set of data technologies: Redshift, Elastic Search, PostgreSQL, Spark, Hadoop, Kubernetes
Fluency in Python, SQL, Java or equivalent
Understanding of SQL & NoSQL databases and other manipulation tools
Ability to work with stream-processing systems: Storm, Spark-streaming, etc.
Able to benchmark systems, analyse performance and bottlenecks and propose solutions to resolve them
Excellent written and verbal communication, able to switch between technical and plain language when discussing work
Able to work in teams, understand and empathize with all major stakeholders, take the lead on initiatives and direct and manage data engineers
Able to work in a fast-paced agile development environment

Powered by JazzHR

IUzWcYniZA",0,0,1,0,0,0,0
"""Data Engineer""",3191200356,Senior Data Engineer,Glints,"Central Java, Indonesia",4 days ago,Remote,7 applicants,"My company client is hiring fully remote working - Senior Data Engineer position!!

Job Description:
> Must be able to understand the tradeoff between performance, simplicity, maintainability, and timeline constraints when developing software solutions
> Strong hands-on experience in java, python is required. Must have shipped multiple projects with a significant hands-on contribution to each project.
> Experience in some of the Big data technology stacks: Hadoop ecosystem (MapReduce, spark, Kafka) or GCP ecosystems such as BigQuery, PubSub, or AWS ecosystems such as RedShift, etc.
> Experience in different storage technologies: OLTP like Postgres, OLAP like redshift, Google BigQuery, NoSQL like Redis, HBase, Kafka.
> Familiarity with machine learning algorithms and concepts (gradient descent, logistic regression) and software libraries like pandas, TensorFlow, etc.
> Candidate should be able to design high-performance, maintainable, extensible software architectures to solve abstract business problems.

Tech Stack: Infrastructure, technologies, immediate projects that need to be done after joining:
Technology, Google Bigquery, Cloud Pubsub, Cloud Storage, Redis, PostgreSQL, Proficiency
on Java, Python, Javascript Framework service (Java: DropWizard, SpringBoot, Python: Flask,
Gunicorn, Gevent, Javascript: NodeJS), Proficiency in Kubernetes and Docker.

Point Plus if the candidate has been exposed with:
- Debezium/
- MLFlow/
- Redash/
- Cloud Dataflow/
- Apache Spark.",0,0,1,0,0,0,0
"""Data Engineer""",3163191922,Senior Data Engineer,,"Yosowilangun, East Java, Indonesia",1 month ago,Hybrid,3 applicants,"The Role: Senior Data Engineer
Anticipate, identify and solve issues concerning data management to improve data quality
Design Data warehouse requirements based on Business Matrix with a proper naming convention prior to Development
Design end to end ETL as per-use cases and business requirements
Implement complex automated workflows and routines using workflow scheduling tools
Drive collaborative reviews of design, code, and datasets implementation performed by other data engineers in support of maintaining data engineering standards
Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues
Explore and learn new best practices/technologies that can improve our current stack

The Candidate
3+ years hands-on experience deploying production quality code
Experience using Python, Java, Go, or Scala for data processing (Python preferred)
Demonstrably understanding of SQL, Data Modeling and Data Warehousing (Redshift preferred)
Hands-on experience implementing ETL (or ELT) and data pipeline tools
Experience with workflow scheduling tools like Airflow
Understanding Linux and docker is a plus
Passionately in love with programming
Excellent team player
Have passion, interest, and willingness to learn and share",0,0,1,0,0,0,0
"""Data Engineer""",3158242617,Analytics Consultant (Data Engineer / Data scientist / Business Intelligence),iZeno,"Jakarta, Jakarta, Indonesia",1 month ago,On-site,5 applicants,"Analyse, design and implement data analytics solutions for customers
Collaboratively work with customers, project team members and partners in defining business & technical requirements
Lead functional discussions and leverage your knowledge of best practices
Work with the project team to translate requirements into project deliverables & prioritization
Planning and executing both client and internal projects, following through entire software development lifecycle
Perform project implementation offsite and onsite
Maintain and support new and/or existing customer
Resolve issues regarding to project assigned
Research & development of relevant knowledge and skillset
Minimum Qualifications
Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor’s Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology or equivalent
At least 3 years of experience in the area of Data Analytics (Data Warehouse/Data Lake/Big Data/Data Science) with client-facing roles
At least 3 years of experience using python (mandatory)
Candidates with more experience will be considered for Senior position
Hands-on and successful project delivery experience in related space is preferable
Knowledge of Linux/Unix will have an added advantage
Advanced SQL knowledge is required for this position
Good logical and analytical thinking
Adaptable, meticulous, innovative, independent and self-motivated, with good problem-solving skills
Candidates will be required to complete a technical test on SQL.

Interested candidates should submit detailed CV with current salary, expected salary and notice period.
Desired Skills and Experience
Hadoop, Data Visualization, Python, ETL, MySQL, Data Analysis",0,0,1,1,0,0,0
"""Data Engineer""",3126129385,Senior Data Engineer,Tada,"Jakarta, Jakarta, Indonesia",1 month ago,,0,"The Role: Data Engineer
Anticipate, identify and solve issues concerning data management to improve data quality
Design Data warehouse requirements based on Business Matrix with a proper naming convention prior to Development
Design end to end ETL as per-use cases and business requirements
Implement complex automated workflows and routines using workflow scheduling tools
Drive collaborative reviews of design, code, and datasets implementation performed by other data engineers in support of maintaining data engineering standards
Troubleshoot complex data issues and perform root cause analysis to proactively resolve product and operational issues
Explore and learn new best practices/technologies that can improve our current stack
The Candidate
4+ years hands-on experience deploying production quality code
Experience using Python, Java, Go, or Scala for data processing (Python preferred)
Demonstrably understanding of SQL, Data Modeling and Data Warehousing (Redshift preferred)
Hands-on experience implementing ETL (or ELT) and data pipeline tools
Experience with workflow scheduling tools like Airflow
Understanding Linux and docker is a plus
Passionately in love with programming
Excellent team player
Have passion, interest, and willingness to learn and share
What We Offer
A high degree of autonomy and freedom of creativity in a welcoming environment
Sabbatical program of 15 days blocked leave every 3 years of your tenure with us to recharge as we know that working long term in a company might be taxing.
We aim to create an entrepreneur out of our team, where we are committed to supporting learning and development aspirations within and outside of our organization
A unique environment of a mission-driven digital company present since 2012, start-up mindset always - yet a bit wiser
Our Values
Think and Act Like an Owner
Be Helpful
Be Open, Honest and Constructive
Growth Mindset
Do What You Say You'll Do
If you are up for the challenge, we hope you will join the team and take part in our journey to be the Most Impactful CRP in the region.

To find out more about us, please explore our website and app",0,0,1,0,0,0,0
"""Data Engineer""",3035394295,Senior Data Engineer,AccelByte,"Sleman, Yogyakarta, Indonesia",3 months ago,,20 applicants,"At AccelByte, our mission is to empower game creators by providing them with the backend platform and tools required to make scalable, reliable AAA-quality games. The company was founded in 2016 by industry veterans who have engineered online systems for some of the largest game and distribution platforms in the world including Fortnite, Epic Store, Xbox Live, PlayStation Network, and EA Origin. We are backed by top investors including Softbank, Sony Interactive Entertainment, Galaxy Interactive, NetEase, and Krafton. Our latest Series B funding has firmly solidified our place as a top player in the gaming industry. AccelByte’s talent has decades of experience building and shipping some of the largest game and distribution platforms in the world.

We believe that the best companies empower employees to make decisions, obsess about the best user experience, and are not afraid to make and learn from their mistakes. Our culture is based on humility, openness to feedback, drive, and collaboration, which we feel results in the best performing teams. As a company that values diversity, inclusion, and employee growth, our employees have opportunities to work with and learn from teams all over the world. We offer competitive salaries, a full range of health benefits, social activities, career growth opportunities, and an amazing team. Come join us!

Position Summary:

As a Senior Data Engineer, you will build robust end-to-end data pipelines, -from data ingestion to reporting- ensuring high data quality and availability, giving value and insights to game publishers and producers. You will work as part of the analytics engineering team to develop a maintainable, scalable, and highly performant data stack with cutting edge technologies, ingesting data from other microservices which help to seamlessly integrate game development with the online web service platform

Essential Functions/Responsibilities:

The Senior Data Engineer is accountable for the following functions and responsibilities:
Architect and develop maintainable, scalable, high-performance, end-to-end data pipeline with high observability, error handling, and automated deployment.
Do code reviews.
Supporting clients.
Mentoring junior engineers.
Write ETL scripts and SQL code.
Apply best practices to produce clean, extensible, testable, and performant code
Perform any other design-related duties as required

Qualifications/Experience Required:
5+ years of software engineering experience including data engineering.
3+ years of data engineering experience.
Able to architect complex data pipelines.
Good communication skills, decision-making, and ability to work in a fast-paced environment.
Prior experience developing microservices and REST API services.
Experience using containerization stack (docker, compose, Kubernetes).
Excellent understanding of Python.
Good understanding of software engineering best practices.
Develop testing and monitoring for data pipelines and microservices.
Able to write SQL queries for data analytical purposes and tune its performance.
Excellent knowledge of algorithms, data structures, and their performance.
Familiar with data storage stacks such as Kafka, Redis, RDBMS (MYSQL/POSTGRES), and Data Warehouses (Redshift / BigQuery / Snowflake).
Familiar with data pipeline stacks such as Airflow and Kafka Consumer/Producer.
Used to work using Linux.
Experience in data modeling and writing ETL scripts.
Familiar with one of the cloud technologies: AWS (preferred) / Google / Azure
Flexibility in working with people coming from different timezones

AccelByte Inc is an Equal Employment Opportunity Employer, all qualified candidates and applicants will receive consideration for employment without regard to race, religion, gender, national origin, sexual orientation, marital status, age, or disability. Our culture is innovative and inclusive, and we value our people the highest.

Please visit our career page for a complete listing of our open positions https://accelbyte.io/careers",0,0,1,0,0,0,0
"""Data Engineer""",3179872421,Senior Data Engineer,Gravel,"Jakarta, Jakarta, Indonesia",1 week ago,,4 applicants,"Company Description

Gravel is a technology company that makes it simple for you to find qualified and trustworthy construction workers. Since 2019, we have committed to making a difference through the power of technology for both our clients' projects and blue collar workers.

We aim to solve quality labor shortages by democratizing access to blue collar workforces without boundaries, while also providing our clients with peace of mind through our excellent services. Gravel's culture emphasizes a results-oriented, flexible work environment.

We ensure that each of our Gravity achieves the highest quality by providing a comfortable and safe environment in which to grow together.

Job Description
Gather requirements from users, analyze these findings and provide recommendations for more enhanced solutions and data requirements
Work within a cross-functional product team, collaborating with multiple stakeholders to rapidly develop scalable data pipelines from start to finish
Develop automation to export/send data to users on a regular basis
Ensure data quality through automated testing
Develop and implement databases, data collection systems, data analytics
Research innovative technologies and make continuous improvements
Regularly mentor the junior engineers
Qualifications
Bachelor’s or Master’s degree in Computer Science, Math or related fields
At least 4 years of work experience as Data Engineer or Data Analyst
Strong analytical skills with the ability to collect, organize, analyze, and present information with attention to detail and accuracy
Experience in building data lake/warehouse solutions consisting of structured and unstructured data.
Hands-on experience with big data technologies (e.g. Spark, Hive, Bigquery, MySQL, Postgre, etc) and ETL frameworks (e.g. Airflow, Pentaho, Talend, etc)
Good communication skills in Bahasa and English",0,0,1,0,0,0,0
